time,height
1.638,0.0
1.9849999,0.0
2.0159998,0.0
2.0440001,0.0
2.074,0.0
2.1149998,0.0
2.138,0.0
2.171,0.0
2.2059999,0.0
2.2329998,0.0
2.263,0.0
2.2940001,0.0
2.3249998,0.0
2.356,0.0
2.388,0.0
2.4239998,0.0
2.4510002,0.0
2.4829998,0.0
2.514,0.0
2.5479999,0.0
2.578,0.0
2.6100001,0.0
2.6420002,0.0
2.6729999,0.0
2.704,0.0
2.7350001,0.0
2.771,0.0
2.802,0.0
2.834,0.0
2.867,0.0
2.894,0.0
2.929,0.0
2.9580002,0.0
2.9899998,0.0
3.027,0.0
3.0570002,0.0
3.091,0.0
3.117,0.0
3.1490002,0.0
3.179,0.0
3.211,0.0
3.2480001,0.0
3.277,0.0
3.308,0.0
3.342,0.0
3.376,0.0
3.4109998,0.0
3.435,0.0
3.466,0.0
3.501,0.0
3.5289998,0.0
3.5609999,0.0
3.593,0.0
3.624,0.0
3.659,0.0
3.691,0.0
3.7220001,0.0
3.757,0.0
3.7859998,0.0
3.816,0.0
3.848,0.0
3.882,0.0
3.907,0.0
3.9390001,0.0
3.9770002,0.0
4.003,0.0
4.036,0.0
4.068,0.0
4.099,0.0
4.13,0.0
4.16,0.0
4.198,0.0
4.23,0.0
4.264,0.0
4.29,0.0
4.318,0.0
4.349,0.0
4.383,0.0
4.413,0.0
4.447,0.0
4.476,0.0
4.509,0.0
4.542,0.0
4.572,0.0
4.607,0.0
4.64,0.0
4.668,0.0
4.702,0.0
4.732,0.0
4.763,0.0
4.795,0.0
4.826,0.0
4.857,0.0
4.889,0.0
4.92,0.0
4.952,0.0
4.986,0.0
5.031,0.0
5.051,0.0
5.08,0.0
5.115,0.0
5.145,0.0
5.177,0.0
5.205,0.0
5.235,0.0
5.271,0.0
5.302,0.0
5.334,0.0
5.36,0.0
5.392,0.0
5.428,0.0
5.462,0.0
5.496,0.0
5.524,0.0
5.549,0.0
5.581,0.0
5.612,0.0
5.647,0.0
5.678,0.0
5.709,0.0
5.742,0.0
5.774,0.0
5.805,0.0
5.835,0.0
5.868,0.0
5.9,0.0
5.931,0.0
5.962,0.0
5.994,0.0
6.0249996,0.0
6.0559998,0.0
6.087,0.0
6.12,0.0
6.153,0.0
6.26,0.0
6.29,0.0
6.3219995,0.0
6.352,0.0
6.385,0.0
6.415,0.0
6.4519997,0.0
6.486,0.0
6.516,0.0
6.5410004,0.0
6.58,0.0
6.613,0.0
6.644,0.0
6.675,0.0
6.703,0.0
6.731,0.0
6.7679996,0.0
6.8009996,0.0
6.8310003,0.0
6.866,0.0
6.8950005,0.0
6.925,0.0
6.9589996,0.0
6.983,0.0
7.0150003,0.0
7.045,0.0
7.085,0.0
7.1140003,0.0
7.146,0.0
7.1780005,0.0
7.21,0.0
7.2349997,0.0
7.266,0.0
7.297,0.0
7.33,0.0
7.359,0.0
7.398,0.0
7.425,0.0
7.455,0.0
7.4849997,0.0
7.516,0.0
7.5480003,0.0
7.583,0.0
7.613,0.0
7.646,0.0
7.675,0.0
7.7089996,0.0
7.738,0.0
7.7770004,0.0
7.826,0.0
7.8859997,0.0
7.8929996,0.0
7.917,0.0
7.948,0.0
7.9849997,0.0
8.017,0.0
8.048,0.0
8.079,0.0
8.111,0.0
8.142,0.0
8.173,0.0
8.209,0.0
8.241,0.0
8.271,0.0
8.302,0.0
8.338,0.0
8.36,0.0
8.391,0.0
8.425,0.0
8.456,0.0
8.489,0.0
8.523,0.0
8.551,0.0
8.582,0.0
8.614,0.0
8.652,0.0
8.683,0.0
8.704,0.0
8.737,0.0
8.776,0.0
8.805,0.0
8.834,0.0
8.872,0.0
8.899,0.0
8.938,0.0
8.965,0.0
8.998,0.0
9.03,0.0
9.057,0.0
9.09,0.0
9.122,0.0
9.153,0.0
9.186,0.0
9.219,0.0
9.255,0.0
9.288,0.0
9.319,0.0
9.348,0.0
9.375,0.0
9.412,0.0
9.443,0.0
9.475,0.0
9.506,0.0
9.54,0.0
9.575,0.0
9.597,0.0
9.625,0.0
9.658,0.0
9.69,0.0
9.722,0.0
9.753,0.0
9.785,0.0
9.817,0.0
9.848,0.0
9.88,0.0
9.914,0.0
9.963,0.0
9.979,0.0
10.009,0.0
10.047,0.0
10.091,0.0
10.109,0.0
10.137,0.0
10.173,0.0
10.204,0.0
10.235,0.0
10.268,0.0
10.297,0.0
10.335,0.0
10.364,0.0
10.395,0.0
10.432,0.0
10.464,0.0
10.491,0.0
10.522,0.0
10.548,0.0
10.578,0.0
10.617,0.0
10.647,0.0
10.679,0.0
10.712,0.0
10.741,0.0
10.773,0.0
10.81,0.0
10.838,0.0
10.869,0.0
10.9,0.0
10.933,0.0
10.965,0.0
11.001,0.0
11.031,0.0
11.063,0.0
11.098,0.0
11.12,0.0
11.153,0.0
11.184,0.0
11.214,0.0
11.25,0.0
11.282,0.0
11.315,0.0
11.347,0.0
11.373,0.0
11.402,0.0
11.432,0.0
11.466,0.0
11.497,0.0
11.527,0.0
11.557,0.0
11.596,0.0
11.628,0.0
11.654,0.0
11.686,0.0
11.716,0.0
11.749,0.0
11.781,0.0
11.818,0.0
11.85,0.0
11.877,0.0
11.908,0.0
11.945,0.0
11.974,0.0
12.012,0.0
12.037,0.0
12.069,0.0
12.1,0.0
12.131,0.0
12.164,0.0
12.196,0.0
12.229,0.0
12.255,0.0
12.284,0.0
12.316,0.0
12.347,0.0
12.38,0.0
12.413,0.0
12.445,0.0
12.477,0.0
12.511,0.0
12.54,0.0
12.569,0.0
12.606,0.0
12.634,0.0
12.667,0.0
12.698,0.0
12.73,0.0
12.762,0.0
12.794,0.0
12.83,0.0
12.86,0.0
12.894,0.0
12.927,0.0
12.963,0.0
12.988,0.0
13.018,0.0
13.052,0.0
13.081,0.0
13.113,0.0
13.145,0.0
13.177,0.0
13.209,0.0
13.239,0.0
