timeStamp,UIWaveMakerMode,UIWaveMakerPos,UIWaveMakerHeight,UIWaveMakerFrequency,UIWaveMakerSigH,UIWaveMakerPeakF,UIWaveMakergamma,UIWecMode,UIWecTorque,UIWeckP,UIWeckD,UIWecHeight,UIWecFrequency,UIWecSigH,UIWecPeakF,UIWecgamma,probe1,probe2,waveMakerPos,waveMakerDebugData,wecPos,wecTau,wecPower,wecVel
76709.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16474822,-0.0,0.0,-0.051196292,0.0,0.0,-0.03906265
76741.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16474822,-0.0,0.0,-0.050249025,0.0,-0.0,0.0
76773.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16479644,-0.0,0.0,-0.04685059,0.0,-0.0,0.059570372
76805.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16479644,-0.0,0.0,-0.04138184,0.0,-0.0,0.122558326
76834.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16474822,-0.0,0.0,-0.034179688,0.0,-0.0,0.19189455
76867.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.16479644,-0.0,0.0,-0.02621094,0.0,-0.0,0.23339838
76898.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.16498931,-0.0,0.0,-0.018598633,0.0,-0.0,0.25878903
76929.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-4.8214286E-5,0.16508572,-0.0,0.0,-0.012124024,0.0,-0.0,0.2397461
76961.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-9.642857E-5,0.1649893,-0.0,0.0,-0.007226563,0.0,-0.0,0.20898432
76992.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16494109,-0.0,0.0,-0.0040478515,0.0,-0.0,0.14062496
77024.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16489287,-0.0,0.0,-0.0025000002,0.0,-0.0,0.08300785
77056.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16479644,-0.0,0.0,-0.0017236329,0.0,-0.0,0.039550778
77086.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16465178,-0.0,0.0,-0.0011083985,0.0,-0.0,0.020019535
77119.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16465178,-0.0,0.0,-7.8125006E-5,0.0,-0.0,0.019042963
77150.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16479644,-0.0,0.0,0.0015820314,0.0,-0.0,0.034667972
77181.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16494109,-0.0,0.0,0.0039013673,0.0,-0.0,0.055664062
77213.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16489287,-0.0,0.0,0.00690918,0.0,-0.0,0.07861329
77244.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16484466,-0.0,0.0,0.00991211,0.0,-0.0,0.099609375
77275.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16484466,-0.0,0.0,0.012871094,0.0,-0.0,0.09765625
77306.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16479644,-0.0,0.0,0.015766602,0.0,-0.0,0.087890685
77337.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16470002,-0.0,0.0,0.01822754,0.0,-0.0,0.09521479
77369.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16470002,-0.0,0.0,0.02057129,0.0,-0.0,0.0727538
77400.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16484465,-0.0,0.0,0.023056641,0.0,-0.0,0.0717774
77432.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.4464287E-4,0.16494109,-0.0,0.0,0.02593262,0.0,-0.0,0.07714853
77463.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-1.9285714E-4,0.16484466,-0.0,0.0,0.029384768,0.0,-0.0,0.09716805
77495.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.4107142E-4,0.16470002,-0.0,0.0,0.033525392,0.0,-0.0,0.117675774
77527.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-2.8928573E-4,0.16465181,-0.0,0.0,0.03816895,0.0,-0.0,0.14013685
